STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,TOTAL ELECTORS,TOTAL VOTING,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY
Maharashtra,Maval,rafique rashid qureshi,0,DJHP,School bag,MALE,0.0,51.0,GENERAL,10th Pass,"Rs 30,50,000~ 30 Lacs+","Rs 1,35,000~ 1 Lacs+",829,0,829,2585776,1402641,0.03,0.06
Maharashtra,Maval,chimaji dhondiba shinde,0,IND,Binoculars,MALE,0.0,64.0,SC,8th Pass,"Rs 1,74,90,104~ 1 Crore+",Rs 0~,757,0,757,2585776,1402641,0.03,0.05
Maharashtra,Maval,adv raju patil,0,IND,Apple,MALE,0.0,39.0,GENERAL,Graduate Professional,"Rs 1,69,26,000~ 1 Crore+","Rs 12,41,000~ 12 Lacs+",669,1,670,2585776,1402641,0.03,0.05
Maharashtra,Maval,mukesh manohar agarwal,0,IND,Almirah,MALE,4.0,50.0,GENERAL,10th Pass,"Rs 95,78,000~ 95 Lacs+","Rs 3,95,000~ 3 Lacs+",546,1,547,2585776,1402641,0.02,0.04
Maharashtra,Pune,murlidhar mohol,1,BJP,Lotus,MALE,3.0,49.0,GENERAL,Graduate,"Rs 24,32,44,483~ 24 Crore+","Rs 14,85,57,877~ 14 Crore+",584171,557,584728,2062172,1097112,28.35,53.3
Maharashtra,Pune,dhangekar ravindra hemraj,0,INC,Hand,MALE,8.0,57.0,GENERAL,8th Pass,"Rs 8,16,01,478~ 8 Crore+","Rs 71,15,435~ 71 Lacs+",461409,281,461690,2062172,1097112,22.39,42.08
Maharashtra,Pune,vasant (tatya) more,0,VBA,Road roller,MALE,7.0,50.0,GENERAL,12th Pass,"Rs 5,92,26,407~ 5 Crore+","Rs 3,68,59,586~ 3 Crore+",31991,21,32012,2062172,1097112,1.55,2.92
Maharashtra,Pune,ranpise prashant dadaram,0,BSP,Elephant,MALE,0.0,59.0,SC,Graduate,Unknown,Unknown,3969,5,3974,2062172,1097112,0.19,0.36
Maharashtra,Pune,chormale sandip sopan,0,IND,Trumpet,MALE,0.0,25.0,GENERAL,Graduate Professional,"Rs 16,000~ 16 Thou+",Rs 0~,1644,1,1645,2062172,1097112,0.08,0.15
Maharashtra,Pune,gorakh narayan ghodke,0,IND,Sewing machine,MALE,0.0,44.0,SC,5th Pass,Unknown,Unknown,1451,0,1451,2062172,1097112,0.07,0.13
Maharashtra,Pune,kiran laxman raykar,0,IND,Almirah,MALE,0.0,34.0,GENERAL,10th Pass,"Rs 10,82,000~ 10 Lacs+","Rs 7,23,000~ 7 Lacs+",1052,0,1052,2062172,1097112,0.05,0.1
Maharashtra,Pune,anis arashid sundake,0,AIMIM,Kite,MALE,5.0,55.0,GENERAL,5th Pass,Unknown,Unknown,859,1,860,2062172,1097112,0.04,0.08
Maharashtra,Pune,sachin dattatray dhankude,0,IND,Chappals,MALE,0.0,53.0,GENERAL,12th Pass,Unknown,Unknown,788,1,789,2062172,1097112,0.04,0.07
Maharashtra,Pune,yuvraj chandrakant limbole,0,RTORP,Pressure cooker,MALE,0.0,34.0,GENERAL,Graduate Professional,"Rs 26,500~ 26 Thou+",Rs 0~,698,0,698,2062172,1097112,0.03,0.06
Maharashtra,Pune,dr. devyani pandit,0,IND,Gift pack,FEMALE,0.0,58.0,GENERAL,Doctorate,"Rs 2,82,96,888~ 2 Crore+",Rs 0~,645,5,650,2062172,1097112,0.03,0.06
Maharashtra,Pune,narendra dnyaneshwar pawtekar,0,IND,Diamond,MALE,0.0,29.0,GENERAL,Graduate,"Rs 4,20,000~ 4 Lacs+",Rs 0~,533,1,534,2062172,1097112,0.03,0.05
Maharashtra,Pune,sagar sambhaji pore,0,IND,Bat,MALE,0.0,30.0,SC,Graduate,"Rs 1,00,000~ 1 Lacs+","Rs 27,782~ 27 Thou+",515,0,515,2062172,1097112,0.02,0.05
Maharashtra,Pune,suresh dnyanoba patil,0,SaSP,Gas cylinder,MALE,0.0,76.0,GENERAL,12th Pass,Unknown,Unknown,437,0,437,2062172,1097112,0.02,0.04
Maharashtra,Pune,ambore manjunath maruti,0,IND,Ring,MALE,0.0,40.0,GENERAL,Graduate,"Rs 3,66,30,000~ 3 Crore+","Rs 1,62,54,000~ 1 Crore+",433,0,433,2062172,1097112,0.02,0.04
Maharashtra,Pune,ashwini pratibha khairnar,0,IND,Plastering trowel,FEMALE,1.0,31.0,GENERAL,Graduate Professional,"Rs 48,532~ 48 Thou+",Rs 0~,412,3,415,2062172,1097112,0.02,0.04
Maharashtra,Pune,vijay vinayak jagtap,0,IND,Pen nib with seven rays,MALE,0.0,47.0,SC,8th Pass,"Rs 32,000~ 32 Thou+",Rs 0~,382,0,382,2062172,1097112,0.02,0.03
Maharashtra,Pune,hemant baburav kolekar alias hemant patil,0,apnipp,CCTV Camera,MALE,1.0,54.0,GENERAL,8th Pass,Unknown,Unknown,374,1,375,2062172,1097112,0.02,0.03
Maharashtra,Pune,manoj laxman vetal,0,BHMS,Plate containing food,MALE,0.0,40.0,SC,8th Pass,"Rs 20,000~ 20 Thou+",Rs 0~,351,1,352,2062172,1097112,0.02,0.03
Maharashtra,Pune,neeraj sunil kamthan,0,HSP,Auto- rickshaw,MALE,1.0,39.0,GENERAL,Graduate,"Rs 1,62,39,724~ 1 Crore+","Rs 51,39,700~ 51 Lacs+",351,0,351,2062172,1097112,0.02,0.03
Maharashtra,Pune,kamble milind,0,BSP(A),Mike,MALE,0.0,39.0,SC,Graduate,"Rs 21,02,792~ 21 Lacs+","Rs 35,000~ 35 Thou+",344,3,347,2062172,1097112,0.02,0.03
Maharashtra,Pune,chandrakant parmeshwar sawant,0,IND,Camera,MALE,0.0,52.0,SC,12th Pass,Unknown,Unknown,314,0,314,2062172,1097112,0.02,0.03
Maharashtra,Pune,shabbir sajjanbhai tamboli,0,IND,Television,MALE,0.0,68.0,GENERAL,5th Pass,"Rs 10,31,000~ 10 Lacs+","Rs 1,00,000~ 1 Lacs+",313,0,313,2062172,1097112,0.02,0.03
Maharashtra,Pune,sanjay laxman kendale,0,IND,Truck,MALE,0.0,50.0,SC,Graduate,"Rs 40,45,000~ 40 Lacs+",Rs 0~,311,0,311,2062172,1097112,0.02,0.03
Maharashtra,Pune,johnson vasant kolhapure,0,IND,Hand cart,MALE,0.0,54.0,GENERAL,8th Pass,Nil,"Rs 10,000~ 10 Thou+",304,1,305,2062172,1097112,0.01,0.03
Maharashtra,Pune,adv. yogesh makane,0,IND,Battery Torch,MALE,0.0,40.0,GENERAL,Graduate Professional,Unknown,Unknown,298,1,299,2062172,1097112,0.01,0.03
Maharashtra,Pune,subroto roy,0,ESBD,Flute,MALE,0.0,54.0,GENERAL,Doctorate,"Rs 15,10,000~ 15 Lacs+",Rs 0~,293,1,294,2062172,1097112,0.01,0.03
Maharashtra,Pune,dr. balasaheb arjun pol,0,IND,Slate,MALE,4.0,53.0,SC,Graduate Professional,"Rs 9,83,461~ 9 Lacs+","Rs 1,31,000~ 1 Lacs+",259,0,259,2062172,1097112,0.01,0.02
Maharashtra,Pune,vijayalaxmi shrikant sindagi,0,RASMARP,Batsman,FEMALE,0.0,61.0,GENERAL,Graduate,"Rs 1,000~ 1 Thou+","Rs 4,00,000~ 4 Lacs+",239,1,240,2062172,1097112,0.01,0.02
Maharashtra,Pune,mahesh dashrath mhaske,0,IND,Kettle,MALE,0.0,38.0,SC,Others,"Rs 1,60,000~ 1 Lacs+",Rs 0~,229,2,231,2062172,1097112,0.01,0.02
Maharashtra,Pune,yabes alias amol shamuvel tujare,0,IND,Whistle,MALE,0.0,39.0,SC,12th Pass,"Rs 50,000~ 50 Thou+",Rs 0~,223,0,223,2062172,1097112,0.01,0.02
Maharashtra,Pune,vijay pandurangrao deshmukh (dabadgaonkar),0,IND,Walking stick,MALE,0.0,77.0,GENERAL,Others,"Rs 59,10,000~ 59 Lacs+",Rs 0~,183,2,185,2062172,1097112,0.01,0.02
Maharashtra,Pune,baba salim sayyed,0,IND,Hockey and ball,MALE,0.0,43.0,GENERAL,8th Pass,"Rs 14,075~ 14 Thou+",Rs 0~,163,1,164,2062172,1097112,0.01,0.01
Maharashtra,Pune,bagban saleem abdul razzaque,0,IND,Apple,MALE,3.0,59.0,GENERAL,Graduate Professional,"Rs 1,24,50,000~ 1 Crore+","Rs 22,25,000~ 22 Lacs+",146,0,146,2062172,1097112,0.01,0.01
Maharashtra,Pune,znyosho vijayprakash,0,IND,Shoe,MALE,0.0,77.0,GENERAL,Unknown,Unknown,Unknown,138,0,138,2062172,1097112,0.01,0.01
Maharashtra,Baramati,supriya sule,1,NCPSP,Man blowing turha,FEMALE,0.0,54.0,GENERAL,Graduate,"Rs 1,66,51,86,348~ 166 Crore+","Rs 55,00,000~ 55 Lacs+",731400,912,732312,2374884,1403198,30.84,52.19
Maharashtra,Baramati,sunetra ajitdada pawar,0,NCP,Clock,FEMALE,0.0,61.0,GENERAL,Graduate,"Rs 1,27,59,98,205~ 127 Crore+","Rs 16,86,93,613~ 16 Crore+",573391,588,573979,2374884,1403198,24.17,40.91
Maharashtra,Baramati,mahesh sitaram bhagwat,0,IND,Truck,MALE,0.0,52.0,GENERAL,Graduate,Unknown,Unknown,15620,43,15663,2374884,1403198,0.66,1.12
Maharashtra,Baramati,shaikh soyalshaha yunusshaha,0,IND,Trumpet,MALE,0.0,29.0,GENERAL,Others,"Rs 1,86,000~ 1 Lacs+","Rs 14,00,000~ 14 Lacs+",14913,4,14917,2374884,1403198,0.63,1.06
Maharashtra,Baramati,priyadarshani nandkumar kokare,0,BSP,Elephant,FEMALE,0.0,28.0,GENERAL,Graduate Professional,"Rs 2,10,000~ 2 Lacs+",Rs 0~,9995,35,10030,2374884,1403198,0.42,0.71
Maharashtra,Baramati,sachin shankar agawane,0,IND,Gramophone,MALE,0.0,44.0,SC,Graduate,"Rs 30,23,670~ 30 Lacs+",Rs 0~,6633,0,6633,2374884,1403198,0.28,0.47
Maharashtra,Baramati,kamble trishala,0,BSP(A),Gas cylinder,FEMALE,0.0,43.0,SC,12th Pass,"Rs 20,18,792~ 20 Lacs+","Rs 25,000~ 25 Thou+",5032,4,5036,2374884,1403198,0.21,0.36
Maharashtra,Baramati,sunita pawar,0,IND,Chakki,FEMALE,0.0,34.0,GENERAL,Graduate,Unknown,Unknown,4150,1,4151,2374884,1403198,0.17,0.3
Maharashtra,Baramati,gajanan uttam gawali (patil),0,IND,Flute,MALE,0.0,43.0,GENERAL,10th Pass,"Rs 24,05,169~ 24 Lacs+",Rs 0~,2991,4,2995,2374884,1403198,0.13,0.21
Maharashtra,Baramati,manoj balasaheb rasal,0,IND,Binoculars,MALE,0.0,29.0,GENERAL,12th Pass,"Rs 1,50,000~ 1 Lacs+","Rs 5,20,000~ 5 Lacs+",2610,0,2610,2374884,1403198,0.11,0.19
Maharashtra,Baramati,mahadev sahebrao khengare - patil,0,bns,Ganna kisan,MALE,0.0,70.0,GENERAL,5th Pass,Unknown,Unknown,2412,6,2418,2374884,1403198,0.1,0.17
Maharashtra,Baramati,pradeep ramchandra mane,0,IND,Table,MALE,0.0,36.0,SC,Graduate,"Rs 40,000~ 40 Thou+",Rs 0~,2234,1,2235,2374884,1403198,0.09,0.16
Maharashtra,Baramati,shivaji jaysing kokre,0,IND,Sitar,MALE,0.0,76.0,GENERAL,8th Pass,"Rs 34,23,000~ 34 Lacs+","Rs 1,80,000~ 1 Lacs+",2161,3,2164,2374884,1403198,0.09,0.15
Maharashtra,Baramati,prof. namdeorao jadhav,0,IND,Telephone,MALE,0.0,45.0,GENERAL,Post Graduate,"Rs 2,42,76,305~ 2 Crore+",Rs 0~,2125,9,2134,2374884,1403198,0.09,0.15
Maharashtra,Baramati,rajendra pandurang bhosale,0,PUNP,Whistle,MALE,0.0,44.0,SC,10th Pass,"Rs 45,000~ 45 Thou+","Rs 52,474~ 52 Thou+",2007,2,2009,2374884,1403198,0.08,0.14
Maharashtra,Baramati,kalyani sujitkumar waghmode,0,IND,Sewing machine,FEMALE,0.0,40.0,GENERAL,Graduate,"Rs 73,88,000~ 73 Lacs+","Rs 12,80,000~ 12 Lacs+",1974,1,1975,2374884,1403198,0.08,0.14
Maharashtra,Baramati,dashrath nana raut,0,BPSJP,Ring,MALE,0.0,65.0,GENERAL,8th Pass,"Rs 9,83,934~ 9 Lacs+",Rs 0~,1828,6,1834,2374884,1403198,0.08,0.13
Maharashtra,Baramati,ankush dnyaneshawar pilane,0,IND,Pan,MALE,0.0,33.0,GENERAL,Graduate Professional,"Rs 1,07,86,000~ 1 Crore+",Rs 0~,1663,0,1663,2374884,1403198,0.07,0.12
Maharashtra,Baramati,sandip abaji deokate,0,IND,Bead necklace,MALE,0.0,32.0,SC,Post Graduate,"Rs 4,50,512~ 4 Lacs+","Rs 2,73,000~ 2 Lacs+",1622,2,1624,2374884,1403198,0.07,0.12
Maharashtra,Baramati,dattatray rambhau chandare,0,IND,Almirah,MALE,0.0,44.0,GENERAL,Post Graduate,"Rs 31,20,464~ 31 Lacs+","Rs 2,33,500~ 2 Lacs+",1433,1,1434,2374884,1403198,0.06,0.1
Maharashtra,Baramati,shailendra alias sandeep karanjawane,0,IND,CCTV Camera,MALE,0.0,47.0,GENERAL,Graduate,Unknown,Unknown,1392,0,1392,2374884,1403198,0.06,0.1
Maharashtra,Baramati,shubhangi dhaygude,0,IND,Bat,FEMALE,0.0,25.0,GENERAL,12th Pass,Unknown,Unknown,1283,9,1292,2374884,1403198,0.05,0.09
Maharashtra,Baramati,dr. somnath alias balasaheb arjun pol,0,IND,Pressure cooker,MALE,4.0,53.0,SC,Graduate Professional,"Rs 10,16,892~ 10 Lacs+","Rs 1,31,000~ 1 Lacs+",1169,0,1169,2374884,1403198,0.05,0.08
Maharashtra,Baramati,rohidas balaso kondake,0,BARESP,Nagrik,MALE,0.0,28.0,ST,Graduate,"Rs 90,639~ 90 Thou+",Rs 0~,1127,3,1130,2374884,1403198,0.05,0.08
Maharashtra,Baramati,milind vitthal shinde,0,IND,Battery Torch,MALE,0.0,55.0,GENERAL,Graduate,"Rs 3,03,29,000~ 3 Crore+","Rs 4,00,000~ 4 Lacs+",1099,0,1099,2374884,1403198,0.05,0.08
Maharashtra,Baramati,sureshdada baburao vir,0,IND,Road roller,MALE,0.0,77.0,GENERAL,10th Pass,Unknown,Unknown,1012,0,1012,2374884,1403198,0.04,0.07
Maharashtra,Baramati,bapu pralhad pawar,0,IND,Gas Stove,MALE,0.0,39.0,SC,Post Graduate,"Rs 8,57,000~ 8 Lacs+",Rs 0~,997,1,998,2374884,1403198,0.04,0.07
Maharashtra,Baramati,rajendra mahadev barakade,0,IND,Spanner,MALE,0.0,42.0,GENERAL,10th Pass,"Rs 55,60,000~ 55 Lacs+","Rs 1,50,000~ 1 Lacs+",905,2,907,2374884,1403198,0.04,0.06
Maharashtra,Baramati,umesh mahadev mhetre,0,IND,Stool,MALE,0.0,38.0,GENERAL,12th Pass,"Rs 2,03,84,719~ 2 Crore+","Rs 96,000~ 96 Thou+",807,1,808,2374884,1403198,0.03,0.06
Maharashtra,Baramati,shivaji rambhau nandkhile,0,BHRJWNKP,Gift pack,MALE,2.0,64.0,GENERAL,Literate,"Rs 2,42,84,916~ 2 Crore+","Rs 21,32,600~ 21 Lacs+",785,4,789,2374884,1403198,0.03,0.06
Maharashtra,Baramati,sharad ram pawar,0,IND,Plate containing food,MALE,0.0,36.0,GENERAL,10th Pass,"Rs 40,000~ 40 Thou+",Rs 0~,730,1,731,2374884,1403198,0.03,0.05
Maharashtra,Baramati,laxman ram kumbhar,0,DSPVAD,Harmonium,MALE,0.0,39.0,GENERAL,12th Pass,"Rs 33,48,292~ 33 Lacs+","Rs 10,12,529~ 10 Lacs+",694,2,696,2374884,1403198,0.03,0.05
Maharashtra,Baramati,shridhar narayan salve,0,BHMS,Auto- rickshaw,MALE,0.0,52.0,SC,Graduate,"Rs 20,000~ 20 Thou+",Rs 0~,675,4,679,2374884,1403198,0.03,0.05
Maharashtra,Baramati,balaso maruti dhapate,0,IND,Room cooler,MALE,1.0,53.0,GENERAL,8th Pass,Unknown,Unknown,655,0,655,2374884,1403198,0.03,0.05
Maharashtra,Baramati,vijay laxman ghavale,0,IND,Iron,MALE,1.0,62.0,SC,Graduate Professional,"Rs 1,32,06,128~ 1 Crore+","Rs 31,94,357~ 31 Lacs+",617,3,620,2374884,1403198,0.03,0.04
Maharashtra,Baramati,vishal arun pawar,0,IND,Kettle,MALE,0.0,39.0,GENERAL,5th Pass,"Rs 3,63,247~ 3 Lacs+",Rs 0~,553,0,553,2374884,1403198,0.02,0.04
Maharashtra,Baramati,savita bhimrao kadale,0,HJP,Cot,FEMALE,0.0,40.0,SC,Literate,"Rs 70,40,000~ 70 Lacs+","Rs 2,00,000~ 2 Lacs+",549,2,551,2374884,1403198,0.02,0.04
Maharashtra,Baramati,vijayprakash anant kondekar,0,IND,Shoe,MALE,0.0,77.0,GENERAL,10th Pass,"Rs 14,84,903~ 14 Lacs+",Rs 0~,301,0,301,2374884,1403198,0.01,0.02
Maharashtra,Shirur,dr. amol ramsing kolhe,1,NCPSP,Man blowing turha,MALE,0.0,43.0,GENERAL,Graduate Professional,"Rs 8,42,07,251~ 8 Crore+","Rs 4,49,71,049~ 4 Crore+",697768,924,698692,2541750,1364803,27.49,51.19
Maharashtra,Shirur,adhalrao shivaji dattatrey,0,NCP,Clock,MALE,5.0,68.0,GENERAL,12th Pass,"Rs 39,68,00,190~ 39 Crore+","Rs 3,89,40,472~ 3 Crore+",557138,603,557741,2541750,1364803,21.94,40.87
Maharashtra,Shirur,manohar mahadu wadekar,0,IND,Trumpet,MALE,1.0,52.0,GENERAL,5th Pass,Unknown,Unknown,28324,6,28330,2541750,1364803,1.11,2.08
Maharashtra,Shirur,dr. anwar shaikh,0,VBA,Pressure cooker,MALE,2.0,60.0,GENERAL,Doctorate,"Rs 1,52,70,681~ 1 Crore+","Rs 70,96,576~ 70 Lacs+",17444,18,17462,2541750,1364803,0.69,1.28
Maharashtra,Shirur,rahul raghunath owhal,0,BSP,Elephant,MALE,0.0,42.0,SC,10th Pass,"Rs 38,85,000~ 38 Lacs+","Rs 1,61,875~ 1 Lacs+",10280,15,10295,2541750,1364803,0.41,0.75
Maharashtra,Shirur,chandgude vinod vasant,0,IND,CCTV Camera,MALE,1.0,38.0,GENERAL,Post Graduate,"Rs 62,04,000~ 62 Lacs+","Rs 15,99,000~ 15 Lacs+",8076,2,8078,2541750,1364803,0.32,0.59
Maharashtra,Shirur,goraksh kasabe,0,IND,Road roller,MALE,0.0,30.0,GENERAL,12th Pass,"Rs 4,61,262~ 4 Lacs+","Rs 2,89,733~ 2 Lacs+",4913,2,4915,2541750,1364803,0.19,0.36
Maharashtra,Shirur,adv. dr. laxman rambhau damse,0,BHRTADVSIP,Hockey and ball,MALE,2.0,68.0,SC,Doctorate,"Rs 4,59,80,000~ 4 Crore+",Rs 0~,4125,11,4136,2541750,1364803,0.16,0.3
Maharashtra,Shirur,gaikwad niloba changadeo,0,IND,Gas cylinder,MALE,0.0,61.0,SC,Graduate Professional,"Rs 39,63,245~ 39 Lacs+",Rs 0~,3569,2,3571,2541750,1364803,0.14,0.26
Maharashtra,Shirur,umesh mahadev mhetre,0,IND,Kettle,MALE,0.0,38.0,GENERAL,12th Pass,"Rs 2,03,84,719~ 2 Crore+","Rs 96,000~ 96 Thou+",3499,0,3499,2541750,1364803,0.14,0.26
Maharashtra,Shirur,adv.swapnil bhausaheb shelar,0,IND,Ring,MALE,0.0,26.0,GENERAL,Graduate,Unknown,Unknown,2667,0,2667,2541750,1364803,0.1,0.2
Maharashtra,Shirur,amol vilas pachundkar,0,IND,Batsman,MALE,0.0,29.0,GENERAL,12th Pass,"Rs 26,36,384~ 26 Lacs+","Rs 16,00,000~ 16 Lacs+",2386,2,2388,2541750,1364803,0.09,0.17
Maharashtra,Shirur,aslam isak bagwan,0,LKSNP,Whistle,MALE,2.0,56.0,GENERAL,12th Pass,"Rs 69,76,790~ 69 Lacs+","Rs 38,95,760~ 38 Lacs+",2348,2,2350,2541750,1364803,0.09,0.17
Maharashtra,Shirur,kamble trimbak narayan,0,BALP,Ganna kisan,MALE,1.0,32.0,GENERAL,8th Pass,Unknown,Unknown,2223,4,2227,2541750,1364803,0.09,0.16
Maharashtra,Shirur,subash kashinath sarode,0,IND,Battery Torch,MALE,0.0,52.0,SC,10th Pass,"Rs 83,20,000~ 83 Lacs+",Rs 0~,2161,0,2161,2541750,1364803,0.09,0.16
Maharashtra,Shirur,chaaya sanjay jagdale-solanke,0,IND,Television,FEMALE,0.0,34.0,GENERAL,Graduate,Unknown,Unknown,1823,7,1830,2541750,1364803,0.07,0.13
Maharashtra,Shirur,sushil dnyandev kanse,0,IND,Mike,MALE,0.0,42.0,GENERAL,Graduate,"Rs 2,34,000~ 2 Lacs+","Rs 4,00,000~ 4 Lacs+",1731,1,1732,2541750,1364803,0.07,0.13
Maharashtra,Shirur,narayan prabhakar ankushe,0,BHRJWNKP,Gift pack,MALE,0.0,45.0,GENERAL,Graduate,Unknown,Unknown,1279,5,1284,2541750,1364803,0.05,0.09
Maharashtra,Shirur,bhor vikas rohidas,0,IND,Basket containing Fruits,MALE,1.0,39.0,GENERAL,Graduate,Rs 90~,Rs 0~,1145,2,1147,2541750,1364803,0.05,0.08
Maharashtra,Shirur,dada alias vikas suresh kasbe,0,IND,Cot,MALE,4.0,30.0,SC,8th Pass,Unknown,Unknown,1105,1,1106,2541750,1364803,0.04,0.08
Maharashtra,Shirur,suraj chandrakant gaikwad,0,IND,Coat,MALE,0.0,35.0,SC,Post Graduate,"Rs 7,56,477~ 7 Lacs+",Rs 0~,936,2,938,2541750,1364803,0.04,0.07
Maharashtra,Shirur,swapnil dhanaji londhe,0,BHMS,Plate containing food,MALE,0.0,29.0,SC,Graduate,"Rs 20,000~ 20 Thou+",Rs 0~,913,1,914,2541750,1364803,0.04,0.07
Maharashtra,Shirur,amar machindra borhade,0,IND,Water melon,MALE,0.0,31.0,SC,10th Pass,Unknown,Unknown,887,1,888,2541750,1364803,0.03,0.07
Maharashtra,Shirur,tukaram namdeo daphal,0,SaSP,Computer,MALE,0.0,39.0,GENERAL,12th Pass,"Rs 13,98,500~ 13 Lacs+","Rs 1,50,000~ 1 Lacs+",862,20,882,2541750,1364803,0.03,0.06
Maharashtra,Shirur,ravindra motiram sirsam,0,IND,Auto- rickshaw,MALE,3.0,63.0,ST,12th Pass,"Rs 6,50,000~ 6 Lacs+",Rs 0~,870,0,870,2541750,1364803,0.03,0.06
Maharashtra,Shirur,pandurang bhagwan waghole,0,IND,Tiller,MALE,0.0,35.0,GENERAL,10th Pass,Unknown,Unknown,818,1,819,2541750,1364803,0.03,0.06
Maharashtra,Shirur,sanjay laxman padwal,0,bns,Dish antenna,MALE,0.0,55.0,GENERAL,10th Pass,"Rs 2,25,000~ 2 Lacs+",Rs 0~,779,5,784,2541750,1364803,0.03,0.06
Maharashtra,Shirur,haridas chandar bhise,0,BHRLVP,Almirah,MALE,0.0,41.0,SC,Graduate,"Rs 50,50,000~ 50 Lacs+","Rs 24,500~ 24 Thou+",721,2,723,2541750,1364803,0.03,0.05
Maharashtra,Shirur,salim baba sayyad,0,IND,Bat,MALE,0.0,43.0,GENERAL,8th Pass,Unknown,Unknown,671,0,671,2541750,1364803,0.03,0.05
Maharashtra,Shirur,prakash sukhadeo jamdhade,0,IND,Table,MALE,1.0,40.0,GENERAL,Graduate,"Rs 84,11,066~ 84 Lacs+",Rs 0~,602,1,603,2541750,1364803,0.02,0.04
Maharashtra,Shirur,wakhare pradip pandurang,0,IND,Green chilli,MALE,0.0,62.0,GENERAL,Graduate,"Rs 50,84,002~ 50 Lacs+","Rs 1,75,000~ 1 Lacs+",574,0,574,2541750,1364803,0.02,0.04
Maharashtra,Shirur,rahul arjun hore,0,IND,Chappals,MALE,0.0,36.0,GENERAL,12th Pass,"Rs 1,61,02,000~ 1 Crore+","Rs 3,50,000~ 3 Lacs+",526,0,526,2541750,1364803,0.02,0.04
Maharashtra,Ahmednagar,nilesh dnyandev lanke,1,NCPSP,Man blowing turha,MALE,2.0,44.0,GENERAL,Graduate,"Rs 45,54,561~ 45 Lacs+","Rs 37,48,757~ 37 Lacs+",622144,2653,624797,1988934,1322195,31.41,47.25
Maharashtra,Ahmednagar,dr. sujay radhakrishna vikhepatil,0,BJP,Lotus,MALE,0.0,43.0,GENERAL,Post Graduate,"Rs 29,18,88,999~ 29 Crore+","Rs 3,64,13,209~ 3 Crore+",593568,2300,595868,1988934,1322195,29.96,45.07
Maharashtra,Ahmednagar,alekar gorakh dashrath,0,IND,Trumpet,MALE,3.0,38.0,GENERAL,Graduate,"Rs 2,06,000~ 2 Lacs+","Rs 65,09,286~ 65 Lacs+",44582,15,44597,1988934,1322195,2.24,3.37
Maharashtra,Ahmednagar,deelip kondiba khedkar,0,VBA,Kettle,MALE,1.0,58.0,GENERAL,Graduate Professional,"Rs 40,49,66,085~ 40 Crore+",Rs 0~,13689,60,13749,1988934,1322195,0.69,1.04
Maharashtra,Ahmednagar,amol vilas pachundkar,0,IND,Batsman,MALE,0.0,29.0,GENERAL,12th Pass,"Rs 26,36,384~ 26 Lacs+","Rs 16,00,000~ 16 Lacs+",5491,2,5493,1988934,1322195,0.28,0.42
Maharashtra,Ahmednagar,bhagwat dhondiba gaikwad,0,SAP,Battery Torch,MALE,0.0,57.0,GENERAL,Graduate,"Rs 1,79,72,931~ 1 Crore+","Rs 2,96,000~ 2 Lacs+",4941,3,4944,1988934,1322195,0.25,0.37
Maharashtra,Ahmednagar,umashankar shyambabu yadav,0,BSP,Elephant,MALE,0.0,42.0,GENERAL,10th Pass,"Rs 2,99,969~ 2 Lacs+","Rs 95,000~ 95 Thou+",4509,30,4539,1988934,1322195,0.23,0.34
Maharashtra,Ahmednagar,adv. jamir shaikh,0,IND,Almirah,MALE,0.0,38.0,GENERAL,Post Graduate,"Rs 17,95,000~ 17 Lacs+",Rs 0~,3934,1,3935,1988934,1322195,0.2,0.3
Maharashtra,Ahmednagar,aarti kishorkumar haldar,0,PRCP,Auto- rickshaw,FEMALE,0.0,50.0,SC,5th Pass,Unknown,Unknown,3790,9,3799,1988934,1322195,0.19,0.29
Maharashtra,Ahmednagar,navshad munsilal shaikh,0,IND,Air conditioner,MALE,0.0,35.0,GENERAL,12th Pass,"Rs 17,78,000~ 17 Lacs+","Rs 4,45,000~ 4 Lacs+",2226,0,2226,1988934,1322195,0.11,0.17
Maharashtra,Ahmednagar,suryabhan (alias suresh) dattatraya lambe,0,IND,Diamond,MALE,1.0,49.0,GENERAL,8th Pass,Unknown,Unknown,2092,0,2092,1988934,1322195,0.11,0.16
Maharashtra,Ahmednagar,kaliram bahiru popalghat,0,bns,Dish antenna,MALE,0.0,72.0,GENERAL,10th Pass,"Rs 60,000~ 60 Thou+",Rs 0~,1975,6,1981,1988934,1322195,0.1,0.15
Maharashtra,Ahmednagar,gavade macchindra radhakisan,0,IND,Gas Stove,MALE,0.0,67.0,GENERAL,8th Pass,"Rs 55,55,000~ 55 Lacs+",Rs 0~,1940,1,1941,1988934,1322195,0.1,0.15
Maharashtra,Ahmednagar,pravin subhash dalvi,0,IND,Ganna kisan,MALE,0.0,26.0,GENERAL,Graduate,"Rs 56,500~ 56 Thou+",Rs 0~,1896,2,1898,1988934,1322195,0.1,0.14
