Year,Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Constituency Type,State,Gender
2024,178,8624,adv ashwini sharma hrittwal,KURUKSHETRA,IND,0,Doctorate,"Rs 2,26,77,042~ 2 Crore+",Rs 0~,,Haryana,Male
2024,179,7711,adv asif ali siddiquie,MUMBAI NORTH - CENTRAL,IND,1,Post Graduate,"Rs 62,24,745~ 62 Lacs+","Rs 42,72,468~ 42 Lacs+",,Maharashtra,Male
2024,180,6950,adv b u gosawi,AURANGABAD,Hindustan Janta Party,0,Post Graduate,,,,,Male
2024,181,1721,adv bhimrao shende,RAMTEK,Bahujan Republican Socialist Party,0,Post Graduate,"Rs 2,51,500~ 2 Lacs+",Rs 0~,,Maharashtra,Male
2024,182,5336,adv chandan kumar das,BEGUSARAI,BSP,0,Post Graduate,"Rs 2,25,165~ 2 Lacs+",Rs 0~,,Bihar,Male
2024,183,3087,adv charly paul,CHALAKUDY,Twenty 20 Party,0,Graduate Professional,"Rs 3,89,54,106~ 3 Crore+","Rs 94,71,682~ 94 Lacs+",,Kerala,Male
2024,184,7713,adv feroz shaikh,MUMBAI NORTH - CENTRAL,IND,0,Post Graduate,"Rs 23,13,844~ 23 Lacs+",Rs 0~,,Maharashtra,Male
2024,185,6007,adv gowaal kagada padavi,NANDURBAR,INC,0,Post Graduate,,,,Maharashtra,Male
2024,186,6551,adv jyotishwar vishnu bhosale,MAVAL,Baliraja Party,1,Graduate Professional,"Rs 1,20,58,220~ 1 Crore+","Rs 94,62,516~ 94 Lacs+",,Maharashtra,Male
2024,187,3137,adv k francis george,KOTTAYAM,Kerala Congress,5,Graduate Professional,"Rs 9,51,96,318~ 9 Crore+","Rs 13,00,000~ 13 Lacs+",,Kerala,Male
2024,188,9650,adv kulwinder singh,ANANDPUR SAHIB,IND,0,Post Graduate,"Rs 7,37,20,000~ 7 Crore+",Rs 0~,,Punjab,Male
2024,189,7485,adv mitesh varshney,MUMBAI NORTH - WEST,Bhim Sena,0,Post Graduate,"Rs 5,04,133~ 5 Lacs+",Rs 0~,,Maharashtra,Male
2024,190,6877,adv nitin dadahari pol,SHIRDI,Bahujan Bharat Party,0,Post Graduate,,,,Maharashtra,Male
2024,191,2124,adv p k narayanan s/o koran,THRISSUR,BSP,0,Graduate Professional,"Rs 28,05,625~ 28 Lacs+","Rs 16,10,000~ 16 Lacs+",,Kerala,Male
2024,192,2314,adv rajendran,THIRUVANANTHAPURAM,BSP,0,Graduate Professional,"Rs 1,01,91,430~ 1 Crore+",Rs 0~,,Kerala,Male
2024,193,6531,adv raju patil,MAVAL,IND,0,Graduate Professional,"Rs 1,69,26,000~ 1 Crore+","Rs 12,41,000~ 12 Lacs+",,Maharashtra,Male
2024,194,2412,adv ravi shinde,HINGOLI,IND,2,Graduate Professional,"Rs 54,88,869~ 54 Lacs+",Rs 0~,,Maharashtra,Male
2024,195,7681,adv sachin umaji nikam,DHULE,IND,0,Post Graduate,,,,Maharashtra,Male
2024,196,3150,adv shine lal m p,THIRUVANANTHAPURAM,IND,3,Graduate Professional,"Rs 7,44,600~ 7 Lacs+","Rs 7,00,000~ 7 Lacs+",,Kerala,Male
2024,197,6875,adv sidharth deepak bodhak,SHIRDI,IND,0,Graduate Professional,"Rs 13,38,000~ 13 Lacs+",Rs 0~,,Maharashtra,Male
2024,198,7702,adv ujwal nikam,MUMBAI NORTH - CENTRAL,BJP,0,Graduate Professional,"Rs 39,03,27,461~ 39 Crore+","Rs 6,11,51,688~ 6 Crore+",,Maharashtra,Male
2024,199,245,adv ulhas shalikram dupare,NAGPUR,IND,0,Graduate Professional,"Rs 1,29,85,000~ 1 Crore+","Rs 10,00,000~ 10 Lacs+",,Maharashtra,Male
2024,200,311,adv ulhas shalikram dupare,RAMTEK,IND,0,Post Graduate,,,,Maharashtra,Male
2024,201,7693,adv uttamkumar nakul sajani sahu,MUMBAI NORTH - CENTRAL,IND,0,Post Graduate,"Rs 99,40,237~ 99 Lacs+",Rs 0~,,Maharashtra,Male
2024,202,2320,adv v s sunilkumar,THRISSUR,CPI,2,Graduate Professional,"Rs 64,07,442~ 64 Lacs+","Rs 22,00,000~ 22 Lacs+",,Kerala,Male
2024,203,4995,adv vikram uttam kasabe,SOLAPUR,IND,0,Post Graduate,"Rs 1,31,722~ 1 Lacs+",Rs 0~,,Maharashtra,Male
2024,204,3594,adv vishal gajanan naik,NORTH GOA,IND,0,Graduate Professional,"Rs 3,88,773~ 3 Lacs+","Rs 64,200~ 64 Thou+",,Goa,Male
2024,205,2093,adv. abhishek master buddhsen patel,REWA,BSP,0,Post Graduate,,,,Madhya Pradesh,Male
2024,206,3092,adv. antony judy,ERNAKULAM,Twenty 20 Party,0,Post Graduate,"Rs 1,15,53,888~ 1 Crore+","Rs 18,44,873~ 18 Lacs+",,Kerala,Male
2024,207,2471,adv. ashok saket,SATNA,Bahujan Dravida Party,0,Graduate Professional,"Rs 4,75,000~ 4 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,208,1790,adv. bhaskar marotrao neware,WARDHA,IND,0,Post Graduate,"Rs 3,42,211~ 3 Lacs+",Rs 0~,,Maharashtra,Male
2024,209,4932,adv. bhausaheb anil belure,OSMANABAD,IND,0,Graduate Professional,"Rs 5,85,92,000~ 5 Crore+","Rs 57,00,000~ 57 Lacs+",,Maharashtra,Male
2024,210,8233,adv. bhim kishor,NORTH EAST DELHI,Peoples Party of India (Democratic),2,Graduate Professional,,,,Delhi,Male
2024,211,2275,adv. dean kuriakose,IDUKKI,INC,88,Post Graduate,"Rs 2,07,97,763~ 2 Crore+","Rs 36,19,970~ 36 Lacs+",,Kerala,Male
2024,212,6834,adv. dr. laxman rambhau damse,SHIRUR,Bharat Adivasi Party,2,Doctorate,"Rs 4,59,80,000~ 4 Crore+",Rs 0~,,Maharashtra,Male
2024,213,6469,adv. ganesh navnathrao karande,BEED,IND,0,Post Graduate,"Rs 5,10,452~ 5 Lacs+",Rs 0~,,Maharashtra,Male
2024,214,7466,adv. gurudev narsingh suryawanshi,THANE,IND,0,Graduate Professional,"Rs 2,20,000~ 2 Lacs+",Rs 0~,,Maharashtra,Male
2024,215,7739,adv. hitesh jaikishan jeswani,KALYAN,IND,0,Graduate,,,,Maharashtra,Male
2024,216,6586,adv. jamir shaikh,AHMEDNAGAR,IND,0,Post Graduate,"Rs 17,95,000~ 17 Lacs+",Rs 0~,,Maharashtra,Male
2024,217,2277,adv. joice george,IDUKKI,CPI(M),8,Post Graduate,"Rs 2,17,97,607~ 2 Crore+",Rs 0~,,Kerala,Male
2024,218,4907,adv. jore sachin bhaskar,MADHA,IND,5,Post Graduate,"Rs 76,37,000~ 76 Lacs+","Rs 12,00,000~ 12 Lacs+",,Maharashtra,Male
2024,219,8230,adv. k.t. paluskar,NORTH EAST DELHI,Prabuddha Republican Party,0,Post Graduate,"Rs 24,86,215~ 24 Lacs+",Rs 0~,,Delhi,Male
2024,220,3830,adv. kasbekar shridhar limbaji,LATUR,Rashtriya Sant Sandesh Party,1,Graduate Professional,,,,Maharashtra,Male
2024,221,8266,adv. krupal,NORTH WEST DELHI,Prabuddha Republican Party,0,Post Graduate,"Rs 15,75,155~ 15 Lacs+",Rs 0~,,Delhi,Male
2024,222,7492,adv. lata pandurang shinde,MUMBAI NORTH - WEST,IND,0,Graduate Professional,"Rs 61,30,000~ 61 Lacs+","Rs 29,08,351~ 29 Lacs+",,Maharashtra,Female
2024,223,6579,adv. mahendra dadasaheb shinde,AHMEDNAGAR,IND,1,Post Graduate,"Rs 32,234~ 32 Thou+",Rs 0~,,Maharashtra,Male
2024,224,7716,adv. mahendra tulshiram bhingardive,MUMBAI SOUTH - CENTRAL,Right to Recall Party,0,Graduate Professional,"Rs 1,75,53,933~ 1 Crore+","Rs 6,50,000~ 6 Lacs+",,Maharashtra,Male
2024,225,6471,adv. manik bansi aadmane,BEED,Bahujan Republican Socialist Party,1,Post Graduate,,,,Maharashtra,Male
2024,226,6887,adv. namdeo pandurang koli,JALGAON,IND,3,Graduate Professional,"Rs 3,91,216~ 3 Lacs+","Rs 15,00,000~ 15 Lacs+",,Maharashtra,Male
2024,227,2312,adv. nivedida,PONNANI,BJP,5,Post Graduate,"Rs 9,56,33,596~ 9 Crore+","Rs 63,69,577~ 63 Lacs+",,Kerala,Female
2024,228,4882,adv. pradip s. chincholikar,LATUR,IND,0,Graduate Professional,"Rs 12,00,000~ 12 Lacs+","Rs 45,00,000~ 45 Lacs+",,Maharashtra,Male
2024,229,3327,adv. pruthvisamrat mukindrao dipwansh,AMRAVATI,IND,0,Graduate Professional,"Rs 1,400~ 1 Thou+",Rs 0~,,Maharashtra,Male
2024,230,3321,adv. raju madhukarrao kalane,AMRAVATI,Bahujan Bharat Party,2,Graduate Professional,,,,Maharashtra,Male
2024,231,3303,adv. ramrao atmaram jumbade,HINGOLI,IND,0,Graduate Professional,"Rs 87,000~ 87 Thou+","Rs 8,000~ 8 Thou+",,Maharashtra,Male
2024,232,3094,adv. russel joy,IDUKKI,BSP,0,Graduate Professional,"Rs 2,77,30,032~ 2 Crore+","Rs 23,26,691~ 23 Lacs+",,Kerala,Male
2024,233,2115,adv. sangeetha viswanathan,IDUKKI,Bharath Dharma Jana Sena,1,Post Graduate,"Rs 8,02,67,162~ 8 Crore+","Rs 1,15,74,186~ 1 Crore+",,Kerala,Female
2024,234,7487,adv. sanjeevkumar apparav kalkori,MUMBAI NORTH - WEST,IND,0,Graduate Professional,"Rs 49,81,655~ 49 Lacs+","Rs 11,12,000~ 11 Lacs+",,Maharashtra,Male
2024,235,7720,adv. santosh punjiram sanjkar,MUMBAI SOUTH - CENTRAL,IND,4,Post Graduate,,,,Maharashtra,Male
2024,236,501,adv. santosh ramkrishna lanjewar,NAGPUR,All India Forward Bloc,0,Post Graduate,"Rs 1,05,66,089~ 1 Crore+","Rs 22,06,036~ 22 Lacs+",,Maharashtra,Male
2024,237,6491,adv. sharad bahinaji kamble,BEED,All India National Raksha Sena,0,Post Graduate,"Rs 4,06,000~ 4 Lacs+",Rs 0~,,Maharashtra,Male
2024,238,3367,adv. shivajirao jadhav,HINGOLI,IND,0,Post Graduate,"Rs 53,92,91,634~ 53 Crore+","Rs 16,72,22,522~ 16 Crore+",,Maharashtra,Male
2024,239,6573,adv. shivajirao waman damale,AHMEDNAGAR,Sainik Samaj Party,0,Graduate Professional,"Rs 3,90,000~ 3 Lacs+",Rs 0~,,Maharashtra,Male
2024,240,7251,adv. sonal diwakar gondane,MUMBAI NORTH,Vanchit Bahujan Aaghadi,0,Post Graduate,,,,Maharashtra,Female
2024,241,2429,adv. vinod chhaganrao ambhore,PARBHANI,Bahujan Mukti Party,1,Graduate Professional,"Rs 6,90,499~ 6 Lacs+","Rs 1,32,588~ 1 Lacs+",,Maharashtra,Male
2024,242,4933,adv. vishvjeet vijaykumar shinde,OSMANABAD,Aadarsh Sangram Party,0,Post Graduate,"Rs 1,93,39,431~ 1 Crore+",Rs 0~,,Maharashtra,Male
2024,243,4856,adv. yash suhas hegdepatil,KOLHAPUR,IND,0,Post Graduate,"Rs 3,39,874~ 3 Lacs+",Rs 0~,,Maharashtra,Male
2024,244,6902,adv. yogesh dattu gullapelli,JALNA,IND,0,Post Graduate,"Rs 17,14,301~ 17 Lacs+",Rs 0~,,Maharashtra,Male
2024,245,6095,adv. yogesh makane,PUNE,IND,0,Graduate Professional,,,,Maharashtra,Male
2024,246,7247,adv. zunjar mhasuji avhad,NASHIK,Bahujan Republican Socialist Party,1,Graduate Professional,"Rs 25,000~ 25 Thou+",Rs 0~,,Maharashtra,Male
2024,247,3112,adv.harikumar m.k.,PATHANAMTHITTA,Ambedkarite Party of India,1,Graduate Professional,"Rs 6,231~ 6 Thou+",Rs 0~,,Kerala,Male
2024,248,2260,adv.k.m shajahan,ALAPPUZHA,IND,5,Post Graduate,"Rs 1,89,94,512~ 1 Crore+","Rs 44,90,000~ 44 Lacs+",,Kerala,Male
2024,249,3111,adv.p.k.geethakrishnan,PATHANAMTHITTA,BSP,0,Post Graduate,"Rs 14,44,823~ 14 Lacs+","Rs 9,58,363~ 9 Lacs+",,Kerala,Male
2024,250,6853,adv.swapnil bhausaheb shelar,SHIRUR,IND,0,Graduate,,,,Maharashtra,Male
2024,251,8499,advocate aditya dhankhar,ROHTAK,Super Power India Party,0,Graduate Professional,"Rs 4,50,000~ 4 Lacs+",Rs 0~,,Haryana,Male
2024,252,3610,advocate arun shrivastava,BHOPAL,INC,1,Post Graduate,"Rs 16,32,97,207~ 16 Crore+","Rs 22,52,231~ 22 Lacs+",,Madhya Pradesh,Male
2024,253,8273,advocate dr. mahender singh churiyana,NORTH WEST DELHI,Bahujan Dravida Party,0,Doctorate,"Rs 4,17,81,000~ 4 Crore+",Rs 0~,,Delhi,Male
2024,254,413,advocate hari kishan tiwari,JAIPUR,Bheem Tribal Congress,0,Graduate Professional,"Rs 1,01,10,000~ 1 Crore+",Rs 0~,,Rajasthan,Male
2024,255,3458,advocate j. p. maraviya,JAMNAGAR,INC,0,Graduate Professional,,,,Gujarat,Male
2024,256,7826,advocate kapil k. soni,MUMBAI NORTH,IND,0,Post Graduate,"Rs 48,216~ 48 Thou+","Rs 97,200~ 97 Thou+",,Maharashtra,Male
2024,257,7486,advocate kapil kantilal soni,MUMBAI NORTH - WEST,IND,0,Post Graduate,"Rs 48,216~ 48 Thou+","Rs 97,200~ 97 Thou+",,Maharashtra,Male
2024,258,4176,advocate karansingh jatav,GUNA,Aazad Samaj Party (Kanshi Ram),0,Post Graduate,"Rs 3,37,000~ 3 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,259,8209,advocate manjeet singh,EAST DELHI,Rashtra Nirman Party,0,Graduate Professional,"Rs 1,20,04,732~ 1 Crore+","Rs 13,07,590~ 13 Lacs+",,NCT OF Delhi,Male
2024,260,4793,advocate mukesh kumar kori,GWALIOR,IND,0,Graduate Professional,,,,Madhya Pradesh,Male
2024,261,3431,advocate navinkumar shankerbhai patel,NAVSARI,IND,0,Graduate Professional,"Rs 7,45,000~ 7 Lacs+",Rs 0~,,Gujarat,Male
2024,262,6384,advocate pankaj gupte,INDORE,IND,0,Graduate Professional,"Rs 1,70,209~ 1 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,263,8622,advocate pardeep saini,KURUKSHETRA,Rashtriya Garib Dal,0,Post Graduate,"Rs 91,60,700~ 91 Lacs+","Rs 80,000~ 80 Thou+",,Haryana,Male
2024,264,8657,advocate pardeep sihmar,HISAR,Peoples Party of India (Democratic),1,Graduate Professional,"Rs 7,30,600~ 7 Lacs+",Rs 0~,,Haryana,Male
2024,265,5169,advocate prakash chouhan,UJJAIN,BSP,0,Graduate Professional,,,,Madhya Pradesh,Male
2024,266,8840,advocate sanjay sharma,KANGRA,IND,0,Graduate Professional,"Rs 2,12,41,828~ 2 Crore+","Rs 5,80,621~ 5 Lacs+",,Himachal Pradesh,Male
2024,267,7617,advocate santosh rawat,BARABANKI,Dr. Bhimrao Ambedkar Dal,0,Post Graduate,"Rs 15,59,000~ 15 Lacs+","Rs 1,32,000~ 1 Lacs+",,Uttar Pradesh,Male
2024,268,8276,advocate satish chandra,NORTH WEST DELHI,Ambedkarite Party of India,0,Post Graduate,"Rs 27,53,000~ 27 Lacs+","Rs 3,50,000~ 3 Lacs+",,Delhi,Male
2024,269,582,advocate satyaprakash shulke,BALAGHAT,Madhya Pradesh Jan Vikas Party,0,Graduate Professional,"Rs 12,67,608~ 12 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,270,4057,advocate shailendra banjare (shaktiputra),BILASPUR,Shakti Sena (Bharat Desh),0,Post Graduate,,,,Chhattisgarh,Male
2024,271,5049,advocate shailendra banjare (shaktiputra),JANJGIR-CHAMPA,Shakti Sena (Bharat Desh),0,Post Graduate,"Rs 11,29,57,000~ 11 Crore+","Rs 20,00,000~ 20 Lacs+",,Chhattisgarh,Male
2024,272,617,advocate uday kumar sahu,JABALPUR,Gondvana Gantantra Party,1,Graduate Professional,"Rs 3,03,43,010~ 3 Crore+","Rs 18,00,000~ 18 Lacs+",,Madhya Pradesh,Male
2024,273,6376,advocate vidayaraj malaviy,DEWAS,Social Democratic Party Of India,0,Post Graduate,"Rs 19,96,000~ 19 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,274,6886,advocate vijay babulal danej,JALGAON,IND,0,Post Graduate,"Rs 1,35,23,149~ 1 Crore+",Rs 0~,,Maharashtra,Male
2024,275,5727,advocate yerra kaamesh,KHAMMAM,BSP,0,Post Graduate,,,,Telangana,Male
2024,276,6218,afroja khatun mondal,KRISHNANAGAR,All India Secular Front,0,12th Pass,"Rs 35,88,415~ 35 Lacs+",Rs 0~,,West Bengal,Female
2024,277,1412,afrose,VELLORE,IND,0,5th Pass,"Rs 16,81,000~ 16 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,278,6945,afsar khan yaseen kha,AURANGABAD,Vanchit Bahujan Aaghadi,2,12th Pass,"Rs 6,42,55,589~ 6 Crore+",Rs 0~,,,Male
2024,279,9428,afzal ansari,GHAZIPUR,SP,5,Post Graduate,"Rs 20,76,82,224~ 20 Crore+",Rs 0~,,Uttar Pradesh,Male
2024,280,7556,afzal shabbirali dawoodani,MUMBAI SOUTH,Vanchit Bahujan Aaghadi,0,12th Pass,,,,Maharashtra,Male
2024,281,6318,aga syed ruhullah mehdi,SRINAGAR,Jammu & Kashmir National Conference,0,12th Pass,"Rs 3,57,93,000~ 3 Crore+","Rs 4,38,000~ 4 Lacs+",,Jammu and Kashmir,Male
2024,282,9463,agam swaroop,DEORIA,Rashtriya Samanta Dal,0,Post Graduate,"Rs 2,20,56,094~ 2 Crore+",Rs 0~,,Uttar Pradesh,Male
2024,283,6113,agasteen kommina,ELURU,IND,0,5th Pass,"Rs 8,00,000~ 8 Lacs+",Rs 0~,,Andhra Pradesh,Male
2024,284,349,agatha k sangma,TURA,National Peoples Party,0,Post Graduate,"Rs 3,79,34,056~ 3 Crore+",Rs 0~,,Meghalaya,Female
2024,285,1041,agni aalvar,CHENNAI CENTRAL,IND,0,10th Pass,,,,Tamil Nadu,Male
2024,286,1380,agni aalvar,DHARMAPURI,IND,0,10th Pass,"Rs 6,98,100~ 6 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,287,7954,agnimitra paul,MEDINIPUR,BJP,11,Graduate,"Rs 2,64,32,790~ 2 Crore+","Rs 1,20,11,270~ 1 Crore+",,West Bengal,Female
2024,288,1029,ahamed shahjahan m,SALEM,IND,0,Post Graduate,"Rs 1,16,50,000~ 1 Crore+",Rs 0~,,Tamil Nadu,Male
2024,289,2472,ahirwar dalluram,TIKAMGARH,BSP,0,Literate,"Rs 66,90,000~ 66 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,290,3183,ahirwar pankaj s/o hari,TIKAMGARH,Rashtriya Samaj Paksha,0,Graduate,,,,Madhya Pradesh,Male
2024,291,4455,ahirwar rajkumar thekedaar,SAGAR,IND,0,10th Pass,"Rs 1,50,000~ 1 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,292,8163,ahmad jiya khan,SHRAWASTI,Peace Party,0,10th Pass,"Rs 30,07,000~ 30 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,293,6880,ahmad khan,JALGAON,IND,0,Literate,"Rs 1,21,80,000~ 1 Crore+","Rs 28,00,000~ 28 Lacs+",,Maharashtra,Male
2024,294,6911,ahmad rahim saikh bagwan,JALNA,IND,0,12th Pass,"Rs 5,000~ 5 Thou+","Rs 70,000~ 70 Thou+",,Maharashtra,Male
2024,295,4776,ahmed hedatul hasan,MALDAHA DAKSHIN,IND,0,12th Pass,,,,West Bengal,Male
2024,296,1428,ahmed raashid pallimira,VELLORE,IND,0,8th Pass,"Rs 2,06,40,000~ 2 Crore+","Rs 7,00,000~ 7 Lacs+",,Tamil Nadu,Male
2024,297,8709,ainul ansari,RANCHI,IND,2,Others,"Rs 63,33,576~ 63 Lacs+",Rs 0~,,Jharkhand,Male
2024,298,5417,aitaraju abender,BHONGIR,BSP,0,Post Graduate,"Rs 55,000~ 55 Thou+",Rs 0~,,Telangana,Male
2024,299,8301,aj rajan,WEST DELHI,Navarang Congress Party,0,10th Pass,"Rs 3,84,000~ 3 Lacs+",Rs 0~,,NCT OF Delhi,Male
2024,300,4114,ajablal mehta,MADHEPURA,Yuva Krantikari Party,0,12th Pass,,,,Bihar,Male
2024,301,5018,ajagiya niralbhai amrutlal,RAJKOT,IND,0,10th Pass,"Rs 72,00,500~ 72 Lacs+","Rs 15,99,000~ 15 Lacs+",,Gujarat,Male
2024,302,7225,ajanta sarkar,HOOGHLY,Bharatiya National Janata Dal,0,Graduate,"Rs 9,77,700~ 9 Lacs+","Rs 16,938~ 16 Thou+",,West Bengal,Female
2024,303,9434,ajay,GHAZIPUR,Vishwa Kalyan Rashtriya Manav Samaj Party,0,Graduate,"Rs 3,12,000~ 3 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,304,6106,ajay babu boda,ELURU,Navarang Congress Party,0,10th Pass,"Rs 70,000~ 70 Thou+","Rs 2,40,000~ 2 Lacs+",,Andhra Pradesh,Male
2024,305,661,ajay bakaram chavan,RAMTEK,IND,0,Post Graduate,,,,Maharashtra,Male
2024,306,583,ajay barkade,CHHINDWARA,IND,0,12th Pass,"Rs 4,96,500~ 4 Lacs+",Rs 0~,,Madhya Pradesh,Male
2024,307,437,ajay bhat,JAIPUR RURAL,Republican Party of India (A),0,Literate,"Rs 29,48,000~ 29 Lacs+","Rs 8,50,000~ 8 Lacs+",,Rajasthan,Male
2024,308,997,ajay bhatt,NAINITAL-UDHAM SINGH NAGAR,BJP,0,Graduate Professional,"Rs 4,87,14,988~ 4 Crore+","Rs 19,05,347~ 19 Lacs+",,Uttarakhand,Male
2024,309,6534,ajay hanumant londhe,MAVAL,IND,2,Graduate,"Rs 79,339~ 79 Thou+","Rs 3,90,000~ 3 Lacs+",,Maharashtra,Male
2024,310,7287,ajay krishna,KODARMA,Moolniwasi Samaj Party,2,12th Pass,,,,Jharkhand,Male
2024,311,8463,ajay kumar,GURGAON,IND,0,10th Pass,"Rs 11,69,964~ 11 Lacs+",Rs 0~,,Haryana,Male
2024,312,3632,ajay kumar,KHAGARIA,Rashtriya Jansambhavna Party,0,Graduate Professional,"Rs 2,63,000~ 2 Lacs+","Rs 1,00,000~ 1 Lacs+",,Bihar,Male
2024,313,5073,ajay kumar,KHERI,BJP,0,Graduate Professional,"Rs 6,25,72,088~ 6 Crore+",Rs 0~,,Uttar Pradesh,Male
2024,314,9085,ajay kumar das,MATHURAPUR,All India Secular Front,0,Post Graduate,"Rs 36,19,513~ 36 Lacs+","Rs 18,00,000~ 18 Lacs+",,West Bengal,Male
2024,315,1930,ajay kumar mandal,BHAGALPUR,JD(U),0,8th Pass,,,,Bihar,Male
2024,316,5693,ajay kumar mishra,KANPUR,IND,0,Graduate,"Rs 17,58,04,835~ 17 Crore+","Rs 12,83,16,695~ 12 Crore+",,Uttar Pradesh,Male
2024,317,4701,ajay kumar pathak,BHOPAL,Chhatrapati Shivaji Bhartiya Garib Party,0,Post Graduate,"Rs 20,18,000~ 20 Lacs+","Rs 40,000~ 40 Thou+",,Madhya Pradesh,Male
2024,318,4580,ajay kumar sah,SUPAUL,IND,0,8th Pass,"Rs 62,46,662~ 62 Lacs+",Rs 0~,,Bihar,Male
2024,319,7131,ajay nishad,MUZAFFARPUR,INC,2,Graduate,"Rs 29,62,91,687~ 29 Crore+","Rs 1,02,02,589~ 1 Crore+",,Bihar,Male
2024,320,1934,ajay pali,RAJNANDGAON,IND,0,5th Pass,,,,Chhattisgarh,Male
2024,321,51,ajay pratap singh,SIDHI,Gondvana Gantantra Party,0,Post Graduate,"Rs 1,47,75,000~ 1 Crore+","Rs 70,00,000~ 70 Lacs+",,Madhya Pradesh,Male
2024,322,9105,ajay pratap singh alias pintu saithwar,KUSHI NAGAR,SP,4,10th Pass,"Rs 13,86,95,400~ 13 Crore+","Rs 14,98,109~ 14 Lacs+",,Uttar Pradesh,Male
2024,323,8975,ajay rai,VARANASI,INC,18,Graduate,"Rs 2,65,22,683~ 2 Crore+","Rs 15,35,243~ 15 Lacs+",,Uttar Pradesh,Male
2024,324,7375,ajay sahni,MUZAFFARPUR,IND,0,8th Pass,"Rs 4,71,203~ 4 Lacs+",Rs 0~,,Bihar,Male
2024,325,7730,ajay shyam morya,KALYAN,IND,0,8th Pass,,,,Maharashtra,Male
2024,326,20,ajay tamta,ALMORA,BJP,0,Graduate,"Rs 1,23,81,663~ 1 Crore+","Rs 19,09,642~ 19 Lacs+",,Uttarakhand,Male
2024,327,8224,ajay tiwari,NORTH EAST DELHI,Right to Recall Party,0,12th Pass,"Rs 2,91,19,110~ 2 Crore+","Rs 1,22,11,000~ 1 Crore+",,Delhi,Male
2024,328,873,ajay yadav,MORADABAD,Apna Haq Party,0,Post Graduate,"Rs 44,20,000~ 44 Lacs+",Rs 0~,,Uttar Pradesh,Male
2024,329,518,ajaykumar bhartiya,BHANDARA GONDIYA,Akhil Bhartiya Parivar Party,0,Post Graduate,"Rs 92,86,757~ 92 Lacs+","Rs 7,00,000~ 7 Lacs+",,Maharashtra,Male
2024,330,7321,ajaz ahmed ansari,HOWRAH,IND,6,8th Pass,,,,West Bengal,Male
2024,331,7696,ajaz mohammad safi khan,MUMBAI NORTH - CENTRAL,IND,11,8th Pass,"Rs 44,46,127~ 44 Lacs+",Rs 0~,,Maharashtra,Male
2024,332,2104,ajeeb muhammed,WAYANAD,IND,0,10th Pass,"Rs 2,30,00,000~ 2 Crore+","Rs 25,00,000~ 25 Lacs+",,Kerala,Male
2024,333,9484,ajeet kumar,NALANDA,IND,0,Post Graduate,"Rs 28,91,794~ 28 Lacs+",Rs 0~,,Bihar,Male
2024,334,8374,ajeet kumar patel,ALLAHABAD,Pragatisheel Samaj Party,0,12th Pass,"Rs 3,12,50,000~ 3 Crore+",Rs 0~,,Uttar Pradesh,Male
2024,335,9579,ajeet kumar singh,KARAKAT,Peoples Party of India (Democratic),0,Graduate,,,,Bihar,Male
2024,336,8346,ajeet pratap,PRATAPGARH,IND,0,Graduate Professional,"Rs 77,99,000~ 77 Lacs+","Rs 6,00,000~ 6 Lacs+",,Uttar Pradesh,Male
2024,337,2609,ajeet sharma,BHAGALPUR,INC,2,Graduate,"Rs 54,51,51,545~ 54 Crore+","Rs 4,56,76,250~ 4 Crore+",,Bihar,Male
2024,338,1219,ajeethkumar s,THENI,IND,0,Post Graduate,"Rs 1,14,288~ 1 Lacs+",Rs 0~,,Tamil Nadu,Male
2024,339,7179,ajendra singh lodhi,HAMIRPUR,SP,0,12th Pass,"Rs 5,02,37,175~ 5 Crore+","Rs 74,85,000~ 74 Lacs+",,Uttar Pradesh,Male
2024,340,6906,ajhar anwar sayyad,JALNA,IND,0,Post Graduate,,,,Maharashtra,Male
2024,341,4639,ajit dhanaji khandare,SANGLI,IND,0,Graduate,"Rs 15,65,085~ 15 Lacs+","Rs 6,70,000~ 6 Lacs+",,Maharashtra,Male
2024,342,9487,ajit kumar,NALANDA,IND,0,Graduate,"Rs 3,36,08,220~ 3 Crore+","Rs 2,70,000~ 2 Lacs+",,Bihar,Male
2024,343,6195,ajit kumar mandal,BAHARAMPUR,IND,0,Post Graduate,"Rs 63,87,077~ 63 Lacs+",Rs 0~,,West Bengal,Male
2024,344,7958,ajit mahato,PURULIA,IND,0,12th Pass,"Rs 15,000~ 15 Thou+",Rs 0~,,West Bengal,Male
2024,345,9337,ajit marandi,RAJMAHAL,Rashtriya Jansambhavna Party,1,Graduate,,,,Jharkhand,Male
